id,group_id,name,start_date,end_date,status,created_by,created_at
862a4c91-5cd5-4971-9d72-1b3f5d16a952,972eeb06-19e2-4d87-a455-350d4498a1d5,Janvier 2026,2026-01-01,2026-01-31,planned,beb3cd4c-b817-417d-b557-42c9bf1b5856,2026-01-30 08:13:24.548891+00
